x,f(x)
0.0,5.0
0.10101010101010101,4.9898056317136605
0.20202020202020202,4.9593264519994
0.30303030303030304,4.90887317684029
0.40404040404040403,4.838960145504555
0.5050505050505051,4.750300077181647
0.6060606060606061,4.64379680526034
0.7070707070707071,4.520536063318302
0.8080808080808081,4.381774416754135
0.9090909090909091,4.228926452896935
1.0101010101010102,4.063550360182078
1.1111111111111112,3.887332043404457
1.2121212121212122,3.7020679369841005
1.3131313131313131,3.5096466914520974
1.4141414141414141,3.312029919851517
1.5151515151515151,3.1112322003316133
1.6161616161616161,2.9093005387962294
1.7171717171717171,2.7082935009717293
1.8181818181818181,2.510260226629842
1.9191919191919191,2.3172195399021587
2.0202020202020203,2.131139368643429
2.121212121212121,1.9539166826502499
2.2222222222222223,1.7873581552523292
2.323232323232323,1.6331617454191933
2.4242424242424243,1.4928993881411108
2.525252525252525,1.368000969544886
2.6262626262626263,1.2597397501080692
2.727272727272727,1.1692193845727283
2.8282828282828283,1.0973626708825441
2.929292929292929,1.0449021428407208
3.0303030303030303,1.012372602390612
3.131313131313131,1.0001056676477522
3.2323232323232323,1.0082263922626542
3.3333333333333335,1.036651990577842
3.4343434343434343,1.0850926815753306
3.5353535353535355,1.153054643011047
3.6363636363636362,1.2398450456206536
3.7373737373737375,1.3445791160762286
3.8383838383838382,1.4661891566914198
3.9393939393939394,1.60343542992488
4.040404040404041,1.7549187967213398
4.141414141414141,1.9190949798504193
4.242424242424242,2.0942903068374585
4.343434343434343,2.278718771997104
4.444444444444445,2.470500243633034
4.545454545454545,2.6676796307928945
4.646464646464646,2.8682468141855066
4.747474747474747,3.0701571380772097
4.848484848484849,3.2713522542654383
4.94949494949495,3.4697811056383565
5.05050505050505,3.663420835406432
5.151515151515151,3.8502974088495447
5.252525252525253,4.0285057373539255
5.353535353535354,4.196229099587106
5.454545454545454,4.351757661824259
5.555555555555555,4.493505908622895
5.656565656565657,4.620028806151206
5.757575757575758,4.730036533395132
5.858585858585858,4.822407631068805
5.959595959595959,4.896200434183529
6.0606060606060606,4.950662671727468
6.161616161616162,4.985239135593401
6.262626262626262,4.999577340574643
6.363636363636363,4.993531117729046
6.4646464646464645,4.967162104479042
6.565656565656566,4.920739116257048
6.666666666666667,4.85473540610195
6.767676767676767,4.769823840143338
6.8686868686868685,4.666870038156359
6.96969696969697,4.54692354911495
7.070707070707071,4.411207151703051
7.171717171717171,4.261104388858376
7.2727272727272725,4.098145463426159
7.373737373737374,3.9239916387078027
7.474747474747475,3.7404183029309603
7.575757575757575,3.5492968702880954
7.6767676767676765,3.352575703050978
7.777777777777778,3.152260249248144
7.878787878787879,2.9503925983891044
7.979797979797979,2.7490306636518165
8.080808080808081,2.5502272027578368
8.181818181818182,2.356008891404124
8.282828282828282,2.1683556625845655
8.383838383838384,1.9891805224238657
8.484848484848484,1.8203100482885854
8.585858585858587,1.6634657679847427
8.686868686868687,1.5202466098693659
8.787878787878787,1.3921126027859398
8.88888888888889,1.280369991992676
8.98989898989899,1.1861579228172818
9.09090909090909,1.1104368277899468
9.191919191919192,1.053978635640424
9.292929292929292,1.0173589019722684
9.393939393939394,1.0009509418370397
9.494949494949495,1.0049220240231846
9.595959595959595,1.0292316658564018
9.696969696969697,1.073632045894935
9.797979797979798,1.137670530312617
9.8989898989899,1.2206942872147968
10.0,1.3218569418470951
